topik,keyword,tweet,gambar,url,label
,,[SALAH] Video “HELIKOPTER ISRAEL JATUH DI TEMBAK DENGAN RUDAL PALESTINA” BUKAN helikopter Israel. Helikopter di video tersebut dirudal oleh ...,,https://twitter.com/TurnBackHoax/status/1399540288499060737,0
,,Buat kalian yg menggunakan jaringan 5g mending kalian aktifin 4g karna 5g radiasi otak jdi bahaya,,https://twitter.com/gumilang88_/status/1256872206853791751,1
panas matahari,indonesia didera panas matahri,Yuk go Green! Ngeri sumpah.. Indonesia Akan Didera Gelombang Panas Mematikan http://p.dw.com/p/2ezek?tw via @dw_indonesia ,,https://twitter.com/Yami_Kira/status/985917631654854657,1
Penyu,Penyu Belimbing Terancam Punah,"|| Sudah mas, karena penyu itu termasuk hewan yg dilindungi, terlebih itu penyu belimbing yg sudah masuk kategori terancam punah",,https://twitter.com/blckxrngr/status/1052935906385002496,1
kunyit,manfaat kunyit,"Setiap pagi, Presiden Jokowi mengonsumi jamu sebelum memulai aktivitas.

Jahe, temulawak dan kunyit yang ditumbuk dan diseduh air panas tiap hari. Ramuan ini dipercaya memberi manfaat pada tubuh.",,https://twitter.com/sallyfauzi/status/1422907818781249544,1
UNDIP,Uang pangkal masuk Undip,"Ini pencemaran nama baik, gk masuk akal kl masuk PT Undip ampe ngeluarin uang 87 M buat uang pangkal, 87 M itu besar banget,,!",,https://twitter.com/Daspan_Arya/status/1297524252652916738?s=20,0
buah,makan buah saat perut kosong dapat menyembuhkan kanker,[HOAKS] Makan Buah Saat Perut Kosong Menyembuhkan Kanker https://kominfo.go.id/content/detail/21904/hoaks-makan-buah-saat-perut-kosong-menyembuhkan-kanker/0/laporan_isu_hoaks,,https://twitter.com/IrawanTopik/status/1192214278704525313?s=20,1
,,Abis liat badak putih punah terus dapat berita beginian hati jadi gak nyaman...,,https://twitter.com/taka_neru/status/1403184685321052160,1
,,"Klo pemerintah bikin peraturan maksimal jomblo sampe umur 25 dan klo lebih dr itu bakal suntik mati, klean mau ngapain?",,https://twitter.com/cicihcuwit/status/1148249473996296194?s=20,1
Susu formula ,Dampak susu formula,Dampak Buruk Beri Susu Formula Tak Sesuai Takaran pada Bayi: Hal ini akan berdampak pada gangguan serius pada bayi. http://bit.ly/1VDYyQA,,https://twitter.com/nadjibbbbb/status/624491372381257728,0
Demo vaksin ,Demo vaksin di prancis ,[SALAH] Foto Suasana Demo Anti-Vaksin di Prancis http://dlvr.it/S4PfLw,,https://twitter.com/beritaindo/status/1419382961397375267?s=20,0
Les,Les gangguan jiwa,"Miris : Bocah Kena Gangguan Jiwa karena Terlalu Banyak Ikut Les, Ditanya Apapun Jawabnya Angka-angka | BERITA... http://fb.me/6cws9ffKo",,https://twitter.com/ceepleez/status/861018592145358849?s=20,1
bantuan,bantuan 1 juta kartu vaksin,"Untuk melihat dan memahami utang pemerintah secara proporsional, tentu saja harus dibandingkan dalam rasio yang lazim digunakan dalam pengukuran ekonomi suatu negara.",,https://twitter.com/PowerEmak/status/1035213124121444358,1
Dana haji,Pemerintah gunakan dana haji,"Hayoo ngaku siapa yang tanda tangan Dana Haji bisa dipakai untuk infraskruktur ? Sudah rame, pada sembunyi deh Kebiasaan lempar batu, sembunyi tangan ",,https://twitter.com/RamliRizal/status/1401375514170859527?s=20,1
,,"Minum air kelapa bukan penyebab baby keluar jadi bersih. Sebenarnya, bayi memerlukan selaput putih iaitu Vernix caseosa yang melindungi baby baru lahir supaya kulit menjadi sihat, menjadi pelincir semasa proses kelahiran dan melindungi daripada infection semasa dalam kandungan.",,https://twitter.com/DrAmalinaBakri/status/1231586645574594562,0
yogurt,yogurt bagus untuk diet,"Betul member aku cakap tak sedap Rolling on the floor laughing
Tapi bagus untuk diet 
Dah lama tak makan yogurt kan
Telan saja laaaa Grimacing face",,https://twitter.com/ajai_consultant/status/1314477403662499840,1
paspampres,polisi dan paspampres,"Presiden di suruh mundur, Wakil Presiden katanya mau mundur dan Menhan paling cocok maju, keluarga Nia Ramadhani dan suaminya Narkoba, Paspampres gelut dengan polisi. Nu acan poe ayeuna Covid merubah jalema jadi zombie, rame!!",,https://twitter.com/mubarokahelgana/status/1413110139956076555,1
dana haji,dana haji telah diinvestasikan,[HOAKS] Rp 100 Triliun Dana Haji telah Diinvestasikan,,https://twitter.com/infopubliksolok/status/1404795318928019466,0
,,"Es Krim Magnum Mengandung Babi Hebohkan Netizen http://fb.me/7J7rbOo63
",,https://twitter.com/fadhilcmeng/status/666202606264422400,1
Kacang,Kacang menyebabkan jerawat,"Coklat dan kacang bisa menyebabkan jerawat, mitos atau fakta? CLICK: http://bit.ly/makanan-bikin-jerawat… buat cari tau yang sebenarnya! #HJGenerik #HexpharmJaya #HarusJeli #InfoKesehatan #HariPersatuanFarmasiIndonesia #HariPersatuanFarmasiIndonesia2020 #Farmasi #13Februari2020 #13Februari",,https://twitter.com/HjGenerik/status/1228166977014857729,1
Facebook,Facebook akan di tutup,Denger kabar facebook akan ditutup langsung otw kesini #HariJadiTwitterSaya,,https://twitter.com/ReskkyAp/status/1075461276808036353,1
STAN,STAN ditutup karena radikalisme,"Cari aja di gugel ""stan ditutup karena radikalisme"" nanti banyak ketemu beritanya gais ",,https://twitter.com/PrincesssAzulaa/status/1282613403941400576?s=20,1
makanan pedas,makanan pedas dapat menyebabkan usus buntu,usus buntu ini menyebabkan aq tida bisa menikmati duniawi dengan makan makanan pedasLoudly crying face,,https://twitter.com/rawonmiru/status/896205684534001666,1
Virus HIV,Virus hiv dimasukkan kedalam pembalut,"Congornya Sugik Nur sangat berbahaya... Sales pembalut

#LawanHoaxVirusCorona",,https://twitter.com/buruhpabrikkkk/status/1235050833537929216,1
gadis,gadis ular gemparkan thailand,Kisah Aneh dan Pelik: Gadis Ular Gemparkan Thailand http://wuyangxuan.net/26kZO3I2X7Fd,,https://twitter.com/FazlyRazak/status/1121130571105624065?s=20,1
,,"Ponakanku yang udah dewasa dipijet pake bawang merah aja sampe ke dokter, aku lupa waktu itu gimana badannya tapi yang jelas kata dokternya bawang merah dibikin buat pijat/kerokan gitu bahaya.
Apalagi dibikin ke anak kecil gini.",,https://twitter.com/Eungi_neysha/status/1356259050887946242,1
sinar kosmik,Bahaya Sinar Kosmik yang Melewati Bumi Malam Hari ,Pesan Berantai Bahaya Sinar Kosmik yang Melewati Bumi Malam Hari ,,https://mobile.twitter.com/WickyVictor/status/958752904625537024,1
Ivermectin,Obat Ivermectin untuk Pasien Covid-19,IDI Tak Rekomendasi Obat Ivermectin untuk Pasien Covid-19,,https://twitter.com/CNNIndonesia/status/1409754309797965826,0
makanan,makanan gosong menyebabkan kanker,Makanan gosong bs menyebabkan kanker,,https://twitter.com/thezmaners/status/220363265845379076,1
Timun,Timun menyebabkan keputihan,"Banyak yang beranggapan khususnya para wanita bahwa terlalu banyak makan timun bisa menyebabkan vagina 'becek' karena keputihan. Benarkah begitu?

via 
@detikHealth",,https://twitter.com/detikcom/status/1311372329105096707,0
Teh,Teh menyebabkan maag,Karena teh bisa menyebabkan pencernaan jadi lambat..klo ada maag/penyakit lambung jangan minum teh (cont) http://tl.gd/l523kg,,https://twitter.com/cornevia/status/305721231422930945,1
,,"*BIAYA tilang terbaru di indonesia*:
*KAPOLRI  BARU MANTAB*
Sebagai berikut :
1. Tidak ada STNK 
Rp. 50, 000
2. Tdk bawa SIM 
Rp. 25,000
3. Tdk pakai Helm 
Rp. 25,000
4. Penumpang tdk Helm 
Rp. 10,000
5. Tdk pake sabuk 
Rp. 20,000
6. Melanggar lampu lalin
- Mobil Rp. 20,000",,https://twitter.com/duduPKS/status/1355454617597878274?s=20,1
tomat,tomat mencerahkan kulit,"Friends of Veet, tau nggak kalau kandungan air tomat dapat mencerahkan kulit gelap? #BeneVEET",,https://twitter.com/Veet_ID/status/431412481274044417,1
Makanan pedas, Padas sakit perut,Pleading face dari semalam perut titew sakitt. Ingatkan sebab padas rupanya mmg takleh makan. Tapi sambal sedap tapi sakit Wajah murung,,https://twitter.com/_kimmhazz/status/1236257291382312960,1
Obat,minum obat jadi ngantuk,"Balik lagi dengan habitat depression disorder tiap malem, dan jam segini belum ngantuk padahal udah minum obat. Jujur capek harus nelen anti-depresan, capek harus anxiety berlebihan, capek harus mikir ini itu, capek hidup sumpah.. wkwk mau jadi enceng gondok aja bisa ga sih :)",,https://twitter.com/mwahhyuu/status/1420376456878649352,1
siput,lendir siput  untuk kecantikan,"@Haidar_Bagir Assalamualaikum ustad, saya mau bertanya, dalam fiqh imam Ja'far ada beberapa ketentuan tdk diperbolehkan untuk makan siput, kepiting, dsb. Apakah memakai lendir siput untuk dunia kecantikan (seperti hand body mengandung lendir siput) juga tidak boleh? Terima kasih",,https://twitter.com/sukaskincarean/status/1169755062140203008,1
Kacang,Kacang menyebabkan jerawat,"Seperti dilansir dari MD Acne, menurut Dr. Yoram Harth, MD, makan kacang ternyata memang bisa menyebabkan jerawat. Kacang mengandung androgen yang dapat meningkatkan produksi minyak dan menimbulkan jerawat. Namun… https://instagram.com/p/CBASzVujeK9/?igshid=1ntic2jyhb9jt",,https://twitter.com/LikeManado/status/1268442668532719616,1
Nasi,Nasi Berbahaya,Rokok berbahaya. Kuning telor berbahaya. Daging kambing berbahaya. Durian berbahaya. Nasi berbahaya. Karbohidrat berbahaya. Gula berbahaya. Garam berbahaya. Santan berbahaya. Jeroan berbahaya.... https://facebook.com/100001923848892/posts/3190217321052365/,,https://twitter.com/embiecnoer/status/1171084399166648320,1
gas,subsidi gas 3kg dicabut,"Subsidi Minyak Tanah Dicabut Ganti dgn GAS 3Kg
Subsidi Gas 3 kg dicabut ganti dgn kayu bakar..Smiling face with open mouth and cold sweat
Subsidi BBM dicabut ganti dengan mobil listrik.
Subsidi Listrik dicabut ganti mesin Uap.
Lama lama kmbali ke zaman batu krn pemerintah tak becus urus negara.Smiling face with open mouth and cold sweat
#JKWtidakSampai2024
",,https://twitter.com/Robert_Piliang/status/1219891846110838786,1
subsidi gas,subsidi gas 3 kg dihapus,"TDL naik, subsidi gas 3 kg dicabut, iuran BPJS naik, sembako mahal. Lalu gimana caranya merealisasikan semua harapan Bapak tsb? Cukup Menggantungkan nasib pada Iman dan Taqwa? https://m.cnnindonesia.com/ekonomi/20200211110700-532-473525/maruf-amin-ingin-orang-miskin-turun-645-juta-dalam-4-tahun",,https://twitter.com/Evicaesio/status/1227124915578392581?s=20,1
Susu,Manfaat meminum susu,"ANJRIT!!!! RT 
@Rezzaldy
 manfaat meminum susu basi, penting! http://rotten.com/",,https://twitter.com/toniikusuma/status/23135004412,1
renang,Berenang bisa menambah tinggi badan," @FoodFezt
 #resolusi2011 bisa berenang dan menambah tinggi badan \(»'⌣'«)/'",,https://twitter.com/yohanaIrma/status/21091961477791745,1
,,Istilah ‘panas dalam’ ini kita tau udah ada dari jaman dulu banget ya i-listener. Tapi ternyata panas dalam itu bukan penyakit lohhh. I-listeners percaya panas dalam itu penyakit atau cuman mitos? Terus biasanya nyembuhinnya gimana sih? #Ngobras,,https://twitter.com/iradioBJM/status/1113942042504122368,0
Nasi ,nasi dari rice cooker pemicu diabetes,"RACUN DARI NASI MUDAH2AN GA BOSAN BACAX YA !!! Keluarkan nasi dari rice cooker kalau sdh matang, Kalau lebih dari 12 jam menjadi pemicu diabetes. Kebiasaan yang Jadi Pemicu Anak Menderita Kanker dan Diabetes... https://facebook.com/100001847510593/posts/2836814096390146/",,https://twitter.com/Araytpbolon/status/1153829662683848707?s=20,1
Gula merah,Produksi gula merah palsu banyumas,playlist http://youtu.be/_gvp-0TSR8I?a NET JATENG - PRODUKSI GULA MERAH PALSU,,https://twitter.com/netjateng/status/864445071713857536?s=20,1
Presiden,Presiden Jokowi akan Disuntik Vaksin selain Sinovac,"HOAKS
Presiden Jokowi akan Disuntik Vaksin selain Sinovac

https://facebook.com/photo?fbid=430773564779589&set=a.103631444160471

Link Counter:

https://medcom.id/telusur/cek-fakta/PNgY6Y9k-cek-fakta-benarkah-presiden-jokowi-akan-disuntik-vaksin-selain-sinovac-tiongkok-ini-faktanya",,https://twitter.com/cirtbuleleng/status/1340813100434378753,1
tembakau,tembakau dapat digunakan sebagai pestisida,Ternyata air rendaman tembakau + garam bisa digunakan sebagai pestisida alami untuk membasmi rayap lho. #TokoPerhutani,,https://twitter.com/tokoperhutani/status/800956989052436481,1
haji ,dana haji diembat,"+62 Belum bayar DP untuk musim haji 2020 dan 2021. duit haji disalah gunakan om, unruk bangun tol dll. tanpa melalui izin pemilik dana diam2 duit jamaah di pakai. Jangan heran jika Covid-19 di jadiin alasan semata",,https://twitter.com/juna25782975/status/1400622219785498625?s=20,1
,,Pada percaya ga sih tentang daun sungkai bisa sembuhin covid?,,https://twitter.com/Sapaluhahh/status/1418221429837893636,1
penyakit,penyakit panas dalam ,"Pada musim pancaroba ini berbagai jenis penyakit akan datang, salah satunya panas dalam dan flu. Cara mengatasinya adalah penuhi asupan makanan dan minuman yang kamu konsumsi mengandung cukup serat, vitamin dan mineral.
.
#VegieFruitPremium #itsdeliciousandeasyvegie",,https://twitter.com/VegieFruitID/status/1329012755987275776,1
Daun pepaya,Jus daun pepaya obat dbd,"Dok, jus daun pepaya jg bagus buat paru² basah jg obat DBD. Emang sihh pait banget, tp efeknya cepet turunin demam. Caranya : 2 lembar daun pepaya. Tumbuk/uleg halus banget, jgn dicampur air, peras. Hasilnya cuma 1 ~ 2 sdm, minum setiap pagi pas perut masih kosong. Sehari 1x.",,https://twitter.com/tukang_gasss/status/1240464259688976384?s=20,1
jahe,jahe meredakan nyeri haid,"Sahabat, ada yang tau rumput teki? Ternyata rumput teki jg bs meredakan nyeri haid lho! Caranya dg minum air rebusan umbi rumput teki&jahe.",,https://twitter.com/Vitafem/status/108886900407926784,1
semut jepang,manfaat semut jepang,"Jual Semut Jepang Di Jogja: Budidaya Semut Jepang     Manfaat Semut Jepang, Jual Semut Jepang, Semut Jepang Mu... http://bit.ly/1xOMzCi",,https://twitter.com/TenshiKyurei/status/532690220789952512,1
Gigi berlubang,Penyebab gigi berlubang adalah makanan manis,Makan makanan manis dapat membuat gigi berlubang semakin parah. Hal ini karena gula yang menempel di gigi menjadi makanan bakteri,,https://twitter.com/SmileDentalJkt/status/970575593526865920,0
Tempe,Manfaat makan tempe,Banyak manfaat makan tempe ni. Antaranya hang jadi fanatik kepada bola sepak secara bermusim.,,https://twitter.com/zulhilmidaud/status/367134645541814272,1
,,yang harus diperiksa adalah orang yg percaya suara azan bisa melemahkan virus covid-19.,,https://twitter.com/ali_srgr/status/1250998310673846272,1
sinar kosmik,Bahaya Sinar Kosmik yang Melewati Bumi Malam Hari ,Pesan Berantai Bahaya Sinar Kosmik yang Melewati Bumi Malam Hari https://news.detik.com/berita/d-31451,,https://mobile.twitter.com/hadikendhel/status/1022878795194351616,1
Menelan,Menelan sperma menyebabkan hamil,Apakah Menelan Sperma Aman dan Tidak Menyebabkan Hamil http://sehatobat.com/apakah-menelan-sperma-aman-dan-tidak-menyebabkan-hamil/,,https://twitter.com/mamaangrek/status/858349244276645890,1
sirip,sirip hiu bermanfaat,Benarkah Sup Sirip Ikan Hiu Bermanfaat Bagi Tubuh? http://gaptekupdate.com/2017/01/benarkah-sup-sirip-ikan-hiu-bermanfaat-bagi-tubuh/,,https://twitter.com/MelisaYollin/status/824800286455783424,1
Biji,Biji jambu menyebabkan usus buntu,Biji Jambu Dapat Menyebabkan Usus Buntu: Mitos atau Fakta ? http://wp.me/p2G34i-g7,,https://twitter.com/araisyy/status/393649704195457024,1
KODAM,Mahasiswa bisa minta bantuan ke Kodam,"#IndonesiaSiapPeoplePower #IndonesiaSiapPeoplePower Afwan, baarokalloohu fik ..... KAPUSPEN MABES TNI MAYJEN SISRIADI Mengatakan .... Bhw MAHASISWA bisa minta BANTUAN ke KODAM jk ingin di dampingi saat gelar UNJUK RASA rabu besok. Dia mnyebut KEWENANGAN itu sdh ",,https://twitter.com/KyaiTebas/status/1275506728910516224?s=20,1
turki,turki pesan vaksin nusantara,"Turki Pesan 5,2 Juta Vaksin Nusantara Gagasan dr. Terawan. 

Sementara Indonesia bekerjasama dgn China akan membangun Pabrik pembuatan Vaksin April 2022. 

Yaa Allah.... Ngenes amat. Jadi ketukar begini. ",,https://twitter.com/Ameeranti/status/1430317665331994627,1
,,"Oohhh seperti ini ... 
Enak di elu gak enak di gue dong",,https://twitter.com/OniMeniq74/status/1430732047572606982?s=20,1
Air es,Air es bikin gendut,"Kata siapa air dingin/es bisa bikin gendut? Air dingin/es bisa bikin gendut kalau rasanya manis ya Healthizen! Face with monocle

#senisehat #SelasaSambat #tipsdietsehat #infosehat #informasisehat #dietsehat",,https://twitter.com/senisehat/status/1219523249651892224,0
,,"Khabar terbaru dari Gaza, sebuah helikopter milik Israel ditembak jatuh diutara Gaza... Alllahuakhbar! - Aqsa Syarif",,https://twitter.com/IzumiFany/status/270201209766432769,1
,,"Ia hanya tidak bisa membaca mana mie instan yang tidak mengandung babi, sampai sebuah suara mengagetkannya.

""Ah iya silahkan."" bergeser sedikit, lalu menatap lelaki itu. ""Apa kau tahu mie yang tidak ada babinya?""",,https://twitter.com/darimana_aja/status/1212741327248486400,1
harun masiku,harun masiku ditembak mati,"IPW: Sudah Saatnya Kapolri Keluarkan Perintah Tembak Harun Masiku

""Polri hrs bisa bersikap lbh tegas lg, yakni memerintahkan kpd seluruh anggotanya utk melakukan tembak di tmpt, hidup/ mati, agar Harun keluar dr persembunyiannya,""

Serem amat usulannyaFace with open mouth",,https://twitter.com/tijabar/status/1226370601733906432,0
tusuk jari,tusuk jari pertolongan pertama stroke,Info pertolongan stroke update Buat yg kemarin ada posting ttg pertolongan pertama untuk Stroke dgn tusuk jari… — https://path.com/p/2IzMzC,,https://twitter.com/AstridNiki/status/436689787294998528?s=20,1
,,"Angel pemberitaan yg sengaja merendahkan perempuan, pemberitaan yg berakhir dg olok” belaka. 
Harusnya media bekerja lebih baik lagi untuk menginvestigasi fakta.

Janda Cianjur Hamil Tanpa Hubungan Seks: Angin Kencang Masuk Vagina Saya",,https://twitter.com/menderaiderai/status/1360631977565511682,1
vaksin MMR,vaksin MMR sebabkan autisme,"Jangan percaya kabar yang tidak benar, Moms! Penelitian terbaru membuktikan vaksin MMR tak sebabkan autisme.",,https://twitter.com/kumparan/status/1103132604805464065,0
Masker,Setelah vaksin boleh lepas masker,"Dear Pak 
@jokowi
 , jika Tagline #NKRIHargaMatiTidakPakeMaskerBisaMati diganti dengan *Ayo Vaksin,Biar Lepas Masker Segera* boleh gak ??? Tagline negative kayanya udh ga mempan ! #Giselle #Selingkuh sama #Ngabalin",,https://twitter.com/J_amalilham/status/1418186997215137796,1
Mandi,mandi malam berbahaya,"Benarkah Mandi Malam Sangat Berbahaya? Banyak orang tua yang sering melarang anaknya mandi malam, dengan mitos... http://fb.me/1UM7kNay4",,https://twitter.com/RumahSiti_com/status/572313231701745664,1
,,"Biaya Cuci Ginjal Hanya Rp.10.000 Saja

Bertahun-tahun Ginjal menyaring darah dgn cara membuang: Garam, Racun &... http://fb.me/7DKJEUCW1",,https://twitter.com/TabloidDokter/status/651990793297653760?s=20,1
madu,madu bermanfaat untuk kecantikan,Ada beberapa manfaat lemon campur madu untuk kecantikan seperti misalnya menghilangkan ketombe. #Madu,,https://twitter.com/jpnncom/status/1409678022597173252,0
Bumbu bubuk mie instan,bumbu bubuk mie instan dapat menyebabkan kanker,bumbu mie instan (MSG) jika ikut dimasak (>120C) akan berpotnsi mnjd karsinogen (penyebab kanker),,https://twitter.com/otnu/status/281591111875690497,1
Coklat ,coklat mengandung minyak babi,BPOM Pastikan Coklat Cadbury Mengandung Minyak Babi http://ift.tt/1pA5oGj,,https://twitter.com/seputartradings/status/476323716864163840,1
Kunyit,Kunyit untuk menurunkan berat badan,"Khasiat Kunyit untuk Diet, Kecantikan, dan Kesehatan http://dlvr.it/LkJgLP",,https://twitter.com/temponewsroom/status/750300739088429056,0
Mie,Dampak makan mie,Baru beberapa menit perut lah saket. Cak mano kedepannyo ini.?? #dampak makan mie,,https://twitter.com/pengengantiaja/status/306888737311322113,1
,,RACUN YG ADA PADA MIE INSTAN BISA DINETRALKAN DG DAUN KELOR.  BISA JADI LOGAM YG DIPAKAI SUSUK MENGANDUNG RACUN SEHINGGA KALAU MAKAN SAYUR KELOR SUSUK BISA AMBYAR HEE HEE,,https://twitter.com/Suprayi94813531/status/1317091674829377538?s=20,1
kelelawar,kelelawar berbahaya,"Peneliti Temukan 6 Jenis Virus Corona Lain pada Kelelawar, Berbahaya kah? https://topinfo.id/2020/04/12/peneliti-temukan-6-jenis-virus-corona-lain-pada-kelelawar-berbahaya-kah/",,https://twitter.com/topinfo_id/status/1249188509342187526,1
jomlo,Jomlo 25 tahun disuntik mati,"Perda jomblo : Batas usia jomblo hanya 25 taun, lewat itu suntik mati =))",,https://twitter.com/andi_pieen/status/361825125168988160?s=20,1
Mie instan,Mie instan bikin kanker,"Sering denger kalimat ""yg berlebihan itu ga baik"" atau ""makan mie instan bisa bikin kanker"". Its true. Buat yg suka bgt makan mie instan, sering nunda lapar, dan langsung tiduran abis makan, WAJIB BACA INI! Wajah sedikit senyumhttps://today.line.me/ID/article/rvZ3nY?utm_source=ttshare… #LINETODAY",,https://twitter.com/ristifebrf/status/1275631125482758144?s=20,1
vaksin MMR,vaksin MMR sebabkan autisme,"Benarkah Vaksin MMR Sebabkan Anak Autisme ? Ini Penjelasan Dokter http://dlvr.it/NzmVgB
",,https://twitter.com/liputan6dotcom/status/857048130453331968,0
game,mata juling akibat game,Mata Anak Ini Mendadak Juling Akibat Main Game di Ponsel 10 Jam Tiap Hari http://dlvr.it/RBbNS7,,https://twitter.com/pembantudokter/status/1164039688455254017?s=20,1
Habieb Rizieq,Habieb Rizieq keturunan 38 rasulullah,"Selamat membaca! ""KERAJAAN ARAB SAUDI TETAPKAN: HRS KETURUNAN RASULULLAH SAW KE-38 Imam Besar Ummat Islam Assayyid Ad-Da'i ilallaah Al-arifbillaah Habib Muhammad Rizieq Shihab dinyatakan &amp; ditetapkan ..."" https://bacautas.com/1327018861548380160",,https://twitter.com/bacautas/status/1327884051894583296?s=20,1
mandi,mandi malam berbahaya,"Walau mandi malam sedikit berbahaya, tetap saja banyak yang melakukannya",,https://twitter.com/AlfarizBA/status/117657454132731904,1
Foto,Terlalu banyak foto memendekkan umur,tiap hari mau liat foto haruto yang baru tapi tiap ada foto baru umur gue pendek sebulan,,https://twitter.com/heybinid/status/1083703043143528449,1
jahe,jahe meredakan nyeri haid,"Iris tipis 5 cm jahe, rebus dalam 3 gelas air hingga menjadi 1 gelas, tambahkan gula minum 3x sehari untuk meredakan nyeri haid #tipsRIM",,https://twitter.com/RIMTV_ID/status/809292165960597504,1
Siwak,Siwak baik untuk gigi,"Siwak modern = permen karet dengan gula alkohol(xylitol), baik untuk mencegah karies gigi.",,https://twitter.com/marga_neo/status/274429968489009153,1
Ikan gabus,Manfaat ikan gabus,Ini Dia Manfaat Ikan Gabus Untuk Ibu Hamil - http://clickdong.com/manfaat-ikan-gabus-untuk-ibu-hamil.html,,https://twitter.com/Brondoongg/status/770279700270755842,1
,,"Tahun 2021,
bagi yg jomblo maupun single, harap segera utk memiliki pasangan, karena kalo tdk memiliki pasangan bakal di suntik mati.

SekianFace with tears of joy",,https://twitter.com/holis_fals/status/1308030171501355008?s=20,1
Daging,daging kambing menyebabkan darah tinggi ,"Wajib Tahu Mitos dan Fakta Seputar Daging Kambing, Bisa Menyebabkan Darah Tinggi dan Kolesterol? http://dlvr.it/S413R6",,https://twitter.com/JakTimNews1/status/1417083558200369157,1
Laut,Laut Jawa Terbelah,#angkringanfiesta bahas ramalan Jaya Baya yang katanya pulau Jawa akan terbelah lautan & 2kerajaan akan terpisah oleh laut? percaya gak nih?,,https://twitter.com/fiestaradio_/status/352786319195389954,1
madu,madu berbahaya untuk bayi,"Tiub pernafasan dimasukkan melalui kerongkong. Disambung dengan mesin bantuan pernafasan. Perit! Bila ditanya, rupanya ibunya tersilap berikan air campuran madu setelah anaknya mengalami batuk beberapa hari. Ini silap!",,https://twitter.com/shaheila5/status/1302498450555064320,1
,,Kue bugis isinya kelapa parut. Aku kalo makan kelapa parut biasanya suka kremian,,https://twitter.com/adithya86530_d/status/1252210579009179649?s=20,1
,,"MADAGASKAR KELUAR DARI WHO ATAS SKANDAL COVID19
Beredar sebuah pesan WA berisi narasi berjudul ""BREAKING: MADAGASKAR KELUAR DARI ORGANISASI KESEHATAN DUNIA ATAS Skandal COVID-19."" Info tsbt tidak benar, lengkapnya: https://bit.ly/3AS7RFO
#madagaskar #keluardari #WHO #skandal",,https://twitter.com/jabarsaberhoaks/status/1428325881047490566?s=20,0
Zona Hitam,Tangerang Berstatus Zona Hitam,"Tangsel Zona merah
Tangerang Zona hitam
Relieved face
Inhale....
Exhale....
Fiuuuh Wind blowing faceWind blowing faceWind blowing faceUpside-down face",,https://twitter.com/Lisaisnind1712/status/1299708353505976320?s=20,1
Nanas,Nanas dapat menggugurkan kandungan,"Sebenarnya belum ada penelitian yg mengatakan bahwa dengan hanya makan Nanas bisa menggugurkan kandungan. Hem malah, Nanas itu mengandung banyak serat sehingga sangat bermanfaat untuk menjaga kerja saluran cerna. 
Konseling kehamilan tidak direncanakan cek http://bit.ly/HotlineSamsara",,https://twitter.com/info_samsara/status/1048369832440340482,0
lontong,lontong plastik berbahaya,"CETAKAN LONTONG SEHAT & PRAKTIS Lontong yang dibungkus plastik BERBAHAYA bagi kesehatan. Zat polimer plastik yang terpapar panas proses memasak larut dan menyatu dgn lontong, zat polimer ini dapat menyebabkan... https://facebook.com/100003955512604/posts/1483785778429925/…",,https://twitter.com/RZuelfikar/status/1139070426078941191,1
konsumis,Konsumsi Minyak Kelapa ,Konsumsi Minyak Kelapa Bisa Cegah Penyakit Jantung http://ift.tt/2Deq466,,https://twitter.com/TheTanjungpura/status/952287238217502720,1
Mie,Dampak makan mie,Dampak makan mie instan pedas yang berkepanjangan,,https://twitter.com/skidvnn/status/1065833012334489600,1
sinovac,Vaksin sinovac vaksin paling lemah,"Indonesia Pesan 1,2 Juta Vaksin Sinovac, WHO: Sinovac Vaksin COVID-19 yang Paling Lemah",,https://twitter.com/dennyarisman/status/1340579606575779845?s=20,1
,,"mau tau cara deteksi kosmetik ber-merkuri? Oles kosmetik di tangan, lalu gosok2 dgn emas. Kometik brubah warna hitam = pake merkuri",,https://twitter.com/atletzuma/status/303014476570054656,1
,,"W baca artikel lengkapnya, di akhir malah ngomongin ibu hamil tidak boleh makan durian. Apaan coba https://jakarta.tribunnews.com/2020/02/21/kpai-ingatkan-wanita-berenang-di-kolam-bareng-laki-laki-bisa-hamil-begini-penjelasannya",,https://twitter.com/milktbaaby/status/1231210576958738432,1
Makanan pedas, Padas sakit perut,Okay now im regretting makan padas dari td pagi sakit perut terukWajah kecewa namun legaWajah kecewa namun lega,,https://twitter.com/nabihamadzneh/status/786866118870695937,1
Demo vaksin ,Demo vaksin di prancis ,"Protes Anti-Vaksin di Prancis, 100 Ribu Warga Demo Turun ke Jalan",,https://twitter.com/JohnHal09797575/status/1418026588424212480?s=20,1
,,"Btw ka 
@raisa6690
 mengetahui ngga ya? ada bahaya zat BPA yang terkandung di galon isi ulang? semua negara maju eropa dan negara bagian Amerika sudah melarang penggunaan BPA loh ka,",,https://twitter.com/yourmomylilan/status/1350261287570210817?s=20,1
nasi,makan nasi terlalu banyak bisa menyebabkan diabetes,Mengonsumsi nasi 3 kali sehari umumnya menjadi kebiasaan orang Indonesia. Tapi benar nggak sih kebiasaan ini memicu seseorang mengidap diabetes?,makan nasi 3 kali sehari sebabkan diabetes,https://twitter.com/detikHealth/status/1318751290416156674,0
