tweet,label
"HATI-HATI
Banyak yg share info ttg manfaat temulawak untuk kesehatan. Tapi tdk ada yg info ttg bahaya temulawak.

Jangan sesekali campur temulawak dengan soda gembira. Bahaya. Bisa sebabkan keceriaan yg berlebihan. Akhirnya kecapean. Akhirnya sakit. 

Gitu aja. 
#janganserius",1
Ekstrak biji ganja disebut bisa untuk bahan obat diabetes dan kanker,1
Manfaat Jintan Hitam dan Pare untuk Penderita Diabetes,0
Manfaat Daun Sirsak yang Menakjubkan http://infoa1.id/index.php/2018/08/03/manfaat-daun-sirsak-yang-menakjubkan/,1
Tapi masih banyak yang beranggapan bhwa org dewasa atau pekerja yg tidur siang adalah lemah atau tidak profesional. Pdahl slah satu manfaat tidur siang adalah dapat mengembalikan tingkat fokus seseorang. CMIIW,0
"Kata guru SMA geografi gua waktu sekolah. Beberapa tahun yang akan datang jakarta bakalan tenggelam, karna daratan sama lautan lebih tinggi lautan. Tiap tahun juga air mulai naik berapa cm karna, kutub selatan juga mulai mencair karna pemanasan global",1
"Sabun Minyak Bulus terbuat dari lemak cair bulus yang berkhasiat untuk memelihara kesehatan kulit.
Khasiat Sabun... http://fb.me/HtE8sbWa",1
hah....sumpah gabisa bayangin itu kalo es kutub mencair dampaknya bakal segede apa...,1
Sate Bisa Menyebabkan Kanker: kali ini saya akan membagikan artikel yang berjudul SATE BISA MENYEBABKAN KANKER ... http://bit.ly/12Ultc9,1
"Ternyata mengkonsumsi sayap dan ceker ayam bisa menyebabkan kanker ovarium, kanker serviks, dan kanker payudara.",1
"Mosok anak buah @prabowo mau nge-wine aja harus ‘ngerampok’ uang rakyat? Dugaan Korupsi Benih Lobster KKP, Duit Suap Dipakai Edhy Prabowo ",0
Auto mati soalnya boba dapat menyumbat usus,1
geblek bgt sonchae mah minyak kayu putih diminum anjritTired faceLoudly crying face,1
Berikan Komentar dan Opini mu tentang keseriusan pemerintah dalam mencegah penularan covid-19. Di Kopi Pagi Esok hari.,1
"ASI Tidak Bisa Cegah dan Melawan Virus Corona Covid-19, ini Paparan Ahli! https://topinfo.id/2020/04/16/asi-tidak-bisa-cegah-dan-melawan-virus-corona-covid-19-ini-paparan-ahli/",1
BIAR BETUL!! Gadis Ular Ini Gemparkan Penduduk Thailand... #update #viral http://fb.me/3ZFRcd793,1
Yah!Mau pny lesung pipit kayak gue?!Trus cabe di tusuk2 ke pipi lu biar pny lesung pipit?!Yaelah Kalo g pny yah g pny aja  eww! #MissCOPAS,1
"Selama memakai (maaf) pembalut & tidak merasa risih, berenang saat #menstruasi boleh saja dilakukan. Hal ini tdk berpengaruh pada kesehatan.",1
RT JadiTINGGI: Ceker dan sayap ayam bisa menyebabkan kanker untuk wanita? Cari infonya dis… https://pic.twitter.com/cNirvIq4Dz,1
"Waduh..Ternyata Kepala Ikan Mengandung Racun, Nah Lo..Kok Bisa ? http://dlvr.it/NsYRpG",1
4 Bahaya Es Batu Pada Wajah Yang Harus Dihindari https://creamretinaus.com/pencegahan/4-bahaya-es-batu-pada-wajah-yang-harus-dihindari-4/,1
"Abu Janda Koma, Cek Faktanya http://dlvr.it/RkTQZN
 #cekfakta",1
"Menulislah sepuasmu untuk terakhir kali, Facebook akan ditutup tanggal 24 april 2018 mulai dari jam 00:00 dan akan dibuka lagi pada tanggal yang sama jam 00:00000001 ttd. Mak suryani",1
"Tanyakan pd pembina Brimob Datuk Tahir, salah satu Taipan 9 naga penyokong dana terbesar rezim berkuasa saat ini.",1
"INFO BERMANFAAT

Juice Daun Pepaya Mentah Bermanfaat Menyembuhkan DBD

Dari Prof. A.A. Mattjik mantan rektor IPB... http://fb.me/8a3f9PBL4",1
[Cek Fakta] Rusia Sebut Covid-19 Adalah Bakteri yang Terpapar Radiasi? Ini Faktanya,1
Tanda kekuasaan yang sebentar lagi akan jatuh. Sebelum pulau Kalimantan dijadikan jaminan hutang RI ke Cina. Untuk itulah si pinokio dipelihara dua periode.,1
"Jalani setiap aktivitas kamu ditemani dengan rasa manisnya Pisang Cavendish yang dapat membuat bahagia! Jangan lupa juga untuk selalu tersenyum secerah warna buah-buahan dari Sunpride ya, Fruitaholic :) #buahpastisunpride",1
" tanpa kita sadari, sebenernya udah banyak tau zat babi yang masuk ke kita. kitanya aja yg ga sadar. MSG tuh kan mengandung babi",1
Niat Ayah Jual Ginjal untuk Kuliah Anak di Unsoed Ditolak Istri http://baranews.co/web/read/45643/niat.ayah.jual.ginjal.untuk.kuliah.anak.di.unsoed.ditolak.istri,1
"Sumpe lo ??RT 
@nantoyulianto
: Biar mau cpt kurus lari jam 2 siang. Pake jaket yg tebel. Seminggu kurus yakin. @tristianiajenkk 
@ecaaprinna",1
"Miris. Apa apaan nuduh vaksin dibuat dari darah babi dan saripati monyet. Dikira ngumpulin bahan kek gitu bakal gmpang kaya nyari beras. Pengen ngatain banget ya Allah. Segala dikatain siasat sama fitnah yahudi lagi, mana banyak pula yang percaya, hadeuhhh.",1
VERTIGO BUKAN PENYAKIT MENTAL YA ANJINC AH KESAL.,1
"Tak Hanya Bagus untuk Rambut, Lidah Buaya Juga Berkhasiat Hilangkan Jerawat Dalam Sekejap! http://bit.ly/2H72fNA #gayaJITU",1
Ternyata Oreo berbahaya bagi kesehatan http://bit.ly/yUMIQg,1
Hoax Atau Fakta: Radiasi Sinyal HP Sebabkan Otak Mengecil? http://bacablog.com/hoax-atau-fakta-radiasi-sinyal-hp-sebabkan-otak-mengecil/,1
"Nahhh... lohhh Dulu Ngotot Pisah, Kini Warga Timor Leste Ingin Kembali Bergabung dengan Indonesia, Ini Alasannya",1
Kenyataan Akhbar KPK 8 Februari 2017 – Isu Tablet Paracetamol Mengandungi Virus “Machupo”… http://kpkesihatan.com/2017/02/08/kenyataan-akhbar-kpk-8-februari-2017-isu-tablet-paracetamol-mengandungi-virus-machupo-yang-tersebar-luas-di-laman-media-sosial,0
Mengonsumsi makanan pedas menyebabkan Maag sebenarnya adalah MITOS. Rasa nyeri akibat makanan pedas sebenarnya bukanlah disebabkan oleh gangguan pada asam lambung.,0
"Manfaat Kencur⁣
(Kaempferia galanga)⁣

kencur, diyakini dan sudah⁣
dibuktikan nenek moyang dulu⁣
sebagai obat pengusir batuk.⁣
tambahkan madu supaya manis.⁣
minum 2 kali dalam sehari⁣
⁣
Order rempah dan madu organik di 081326966765",0
"New post in LawanHoaks: [HOAKS] Vaksin Covid-19 Berbahaya Bagi Ibu Menyusui

https://ift.tt/3wdiukN",1
Pulau Bali Diisukan Dijual ke WNA http://republika.co.id/r/n0vuea,0
"Jadi pliis, para bumil, ga perlu maksain diri ya. Kalo ga rasa nyaman dilakukan ya jangan Tangan melipat Santai aja, yang penting ibu dan bayi sehat.",1
playlist http://youtu.be/_gvp-0TSR8I?a NET JATENG - PRODUKSI GULA MERAH PALSU,1
"Pada bulan FEBUARI DI BUKA,untuk pengobatan penyakit menular yaitu,HIV,TBC,dan penyakit menular lain nya.

Di tangani oleh saya sendiri.",1
Indomie di taiwan kena razia.... http://infoindonesiakita.com/2009/08/21/bahaya-mie-instant/… http://fb.me/34A8jbBz1,1
Benarkah Konsumsi Kopi Bisa Tingkatkan Imun dan Cegah Virus Corona? https://sonora.id/read/422338734/benarkah-konsumsi-kopi-bisa-tingkatkan-imun-dan-cegah-virus-corona… https://flow.page/iben_coffe,1
Mulai timbul jerawat karena kurang tidur http://myloc.me/5c1VH,0
"Bismillah, Larangan laki"" memakai perhiasan emas, Dalam Islam, laki-laki dilarang pakai emas. Namun sangat... http://fb.me/6QYJHmOJp",1
"Mitos http://health.kompas.com/read/2014/10/25/091648823/Sering.Mandi.Malam.Sebabkan.Rematik.Mitos.atau.Fakta. RT 
@Anik185
: nih alesannya @Luthfi_Aminu,  Mandi tengah malam berbahaya http://ow.ly/IcDCY",1
"Simpatisan Amien rais haram memilih PSI, ingat, ini cuma simpatisan AR aja, bkn sikap resmi dari Muhammadiyah 
@psi_id
 

PP Muhammadiyah tak Keluarkan Fatwa Haram Pilih PSI #FatwaHaramPilihPSI http://jpnn.com/news/pp-muhammadiyah-tak-keluarkan-fatwa-haram-pilih-psi
",1
"Sambil menjabat tangan Ahok, dan Ahok mengucapkan dua kalimat syahadat. *bangun kro!*",1
Beberapa waktu lalu ramai beredar hoax tiap sesuap lele disebut mengandung 3000 sel kanker. Sekarang gantian ikan nila diterpa isu sebagai perusak…,0
Apa itu minyak bulus? Apa saja manfaat minyak bulus untuk kesehatan? Simak info selengkapnya disini... http://fb.me/21YZUiaBJ,1
InsyaAllah dgn izinNya merokok ni sebenarnya boleh menghalang virus Corona. Korg je yg x taw lagi. So aku sarankan perokok2 dkt luar sana tu pikir la masak2 sebelum nk berhenti. ,1
"Manfaat Kencur, Cegah Radang Tenggorokan Saat Puasa",0
 jgn foto mulu y com nanti pendek umur wkwk 'Smiling face with open mouth and tightly-closed eyesSmiling face with open mouth and smiling eyesFace savouring food (with komariyah) [pic] — https://path.com/p/3F5rUy,1
"Plat nomor ganti warna putih, knalpot taro sebelah kiri.",1
"Indahnya negeriku . Bunga MEGAPUSPA, yg sedang mekar di puncak Gunung Jayawijaya, Papua (di dunia hanya ada 1, di Papua), yg mekarnya 33 th sekali.",1
"Dikabarkan Google Meninggal, Henry Cavill padahal masih segar bugar nih kawula muda!

Aktor Inggris berusia 35 tahun ini baru saja mengetahui bahwa google menuliskan kematiannya pada 3 Maret lalu, WADAAAW

 Btw, lo pernah di gosipin yang nggak nggak gak? apa tuh #DGITM",0
"MSG, monosodium glutamat. selain penyebab kanker juga berpotensi menyebabkan hipertensi http://tmblr.co/Z3WQGwKOVRB9",1
"Beredar BBM Luwak White Koffie mengandung babi: Warga Jakarta kembali dikejutkan dengan pesan berantai BlackBe... http://bit.ly/13kSsvZ
",1
Pangolin? Trenggiling? Terancam punah? https://facebook.com/608467212/posts/10156458066572213/,1
"egara² di Eropa demo Anti Vaksin._ (Juli 2021)
_Perancis hari keempat protes massal menentang vaksinasi dan paspor vaksinasi_
https://twitter.com/SaveMoslem1/status/1417145083439181826/video/1

*Protes Anti Vaksin Di Prancis, 100 Ribu Warga Demo Turun ke Jalan*",1
Heboh! Ahok Terima Hidayah Satu Langkah Mengucapkan Dua Kalimat Syahadat https://youtu.be/abR-xJe_teU lewat YouTube@,1
Jejak Hukuman PPKM: Denda Seleb Tiktok hingga Dua TNI Dicopot,0
"Tembakau dapat digunakan sebagai pestisida, dan dlm bentuk nicotin tartrat dapat digunakan sebagai obat. #TributeToKretek",1
"Waspadalah..
Org Tua hrs lebih berhati-hati dlm menjaga buah hatinya

Penculikan ank dg mengambil organ tubuh oleh manusia bejat sdg marak 

Untk para penegak keadilan, hkmlah seberat2nya pelaku penculikan ank itu, agr ada efek jera dan jadi peljrn bagi yg lain.

#BangsatBangsa",1
"sdh tau padas meolah sakit perut ,ya tetap haja",1
"[Cek Fakta] Kabar Minum Air Es Picu Penyakit Jantung Adalah Hoaks, Ini Alasannya",0
Yah liat saja nanti. Gue lihat kader PKS tuh total..Direct Selling dor to dor biaya sendiri. Minimal kayak gini kagak ada. Lagian niat nggak sih jadi Presiden kalau jadimah Wagub nggak ada harganya. Jgn2x nggak pede jadi bela-belain ex Napi Koruptor.,1
"Detik-Detik Pangeran Arab Saudi Bunuh Diri di Bandara London
https://youtu.be/jiGjkeXdFJs
",1
"Manfaat Lengkuas: Mengobati panu, serta bersifat antifungi dan anti bakteri #TOGA",1
"memanglah sumut ini dr kmrn bikin geleng2 kepala bah

di bandara, alat swab pake yg bekas 
skrg vaksin dicuri

betullah gotham city Expressionless face ",1
"Parah, Dinkes Razia Sarden di Minimarket, Saat Ikan Dibelek Keluar Cacing Masih Hidup… http://nusanews.id/2018/04/parah-dinkes-razia-sarden-di-minimarket.html",1
"Russian President, Putin sings Indonesia Raya anthem with the piano. Thank you President of Russia.",1
"Katanya cina meminta Pulau Kalimantan sebagai jaminan hutang Negara. 
Secara tidak langsung Negeri ini akan di jajah secara perlahan :')
#IndonesiaKolaps",1
"Singapura membuka peluang untuk melonggarkan aturan ketat pandemi Covid-19. Singapura memilih untuk berdampingan dengan Corona, anggap sebagai virus flu biasa.",0
"Retweet ""
@aryabening
: Semoga coklat ini bisa menaikkan mood yang sedang gundah gulana gulita..""",1
"Tak style , depa patut buad last kali tetiba Ikan banyak-2 mai tepi pantai ... Pastu tsunami , then dua-2 mati haha ~",1
"Makan Malam Hari Berbahaya, Benarkah? | http://kawaiibeautyjapan.com/article/721/bahaya-makan-malam-hari?utm_medium=social&utm_source=twitter",1
Sama halnya Publik curiga dana haji amblas Pemerintah memastikan dana Haji Aman Harusnya dana Haji setelah 2 tahun tak di gunakan bisa bertambah dong ?,1
If Dem fit give us lamba say queen Elizabeth won buy 80 Ronaldo jersey . Who be 02??,1
Gajah berkaki #하이라이트 lima #얼굴찌푸리지말아요 gelek gelek,1
"Tahukah Anda masker tomat dipercaya dapat mencerahkan, memutihkan dan meremajakan kulit wajah Kita #SXtips
",1
Buat yang mau menambah tinggi badan pun bisa. *berenang,1
"nih nih Akibat Sering Menonton Youtube, Balita Ini Kena Sindrom Juling, Curhatan... http://youtu.be/XdJTNcCeiX8 via youtube",1
"FYI : Lelaki yang menggunakan emas sebagai kalung atau cincin atau sebagainya, kemungkinan dapat menyebabkan Alzaimer. #BaruTauGue",1
Soal dana haji ... jauh2 hari pemerintah terang2an kok mau gunakan untuk infrastruktur. Sampeyan bisa memastikan aman darimana sumbernya?? Sudah ada yg mengaudit dana tsb ?? Ngoyo2 wae …,1
"efek tidur larut malam trus bangun siang, jarang makan jdi kaya gini :&",1
Tissue dan Pembalut Dapat Menyebabkan Kanker https://blog.kusonime.id/tissue-dan-pembalut-dapat-menyebabkan-kanker/,1
"Ada 'Hoax Whiskey Halal', Mari Kenali Logo Halal dari Berbagai Negara http://detik.id/6AUbDz
",0
"Radiasi UV yg tinggi & dalam jangka waktu lama dapat menyebabkan penuaan dini, kanker kulit & sejumlah perusakan lain pd kulit kita.",1
"#FactCheck : Video Ini Bukan Bukti Suara Azan Lemahkan Virus Corona COVID19 

Klaim suara azan dapat melemahkan #COVID19 tidak benar, video sebenarnya mengklaim efek tubuh saat mendengarkan azan. Video tersebut beredar sebelum COVID19 mulai mewabah.
 https://liputan6.com/cek-fakta/read/4225690/cek-fakta-video-ini-bukan-bukti-suara-azan-lemahkan-virus-corona-covid-19
",1
"Jadi ya bisa dibilang, sangat tidak mungkin menularkan HIV melalui media tusuk gigi. #tusukgigiHIV",1
"KemenkopUKM: Informasi terkait akun BLT Banpres UMKM yang beredar di Facebook atau media sosial lainnya adalah bukan akun resmi dari #KemenkopUKM.

Selalu waspada terhadap segala penipuan yang mengatasnamakan KemenkopUKM.
Selamat berakhir pekan #SobatKUK…",1
"Penting nih, detikers! Berbahaya bagi kesehatan, nasi sisa kemarin yang sudah disimpan lebih dari 24 jam tak disarankan untuk dikonsumsi. Yuk, simak kata dokter: #BahayaNasiSisa",0
"Selamat pagi. Hari ini MinTani ingin berbagi info tentang khasiat buah srikaya. Srikaya ternyata miliki manfaat bagi ibu hamil, yakni meminimalisir risiko kelahiran prematur. Selain itu, biji srikaya bila ditumbuk dan dioleskan untuk membasmi kutu rambut. Ada yang sudah mencoba?",0
"Makan cabai bersama bijinya ataupun makan jambu klutuk bersama bijinya, dapat pula menyebabkan radang usus buntu.",1
Sampo bayi formulanya lembut utk rambut & tdk akan merusak warna rambut #haircaretip,1
"Dan skrg di tengah Pandemi covid-19 yg semakin meningkat dinegara kt ini, hoax2 juga semakin meningkat hebat, seperti hoax covid-19&vaksin, hoax Bansos, hoax PPKM, China minta pulau Kalimantan sbg jaminan hutang Presiden Jokowi, dll.

Apakah warga Indonesia mudah percaya hoax ?",1
"Kalo pingin jadi pintu itu efek orang lagi makan jamur tletong, bukan lagi sedih",1
"Yang Harus Anda Tahu tentang Warna Es Batu, Awas Ada Bahaya Mengintai! http://bit.ly/2SI4kUr
",1
"Sudah ada klarifikasi dari pengacara munarman bahwa isu itu hoaxs,,, dan saran sy ada baikny polri menghadirkn munarman ke publik agar isu tsb tdk menambah keruwetan dinegri ini,,, semoga indonesia ttp kuat dan utuh",0
"#HondaQuiz #OlahragaFavorit Berenang, selain baik untuk kesehatan dan untuk menambah tinggi badan. Juga supaya bisa menolong cewek"" cantik.",1
"Pesawat kepresidenan Merah Putih sedang melintasi Candi Hambalang

@Dennysiregar7
 
@FerdinandHaean3
 
@ChusnulCh__
 
@KakekHalal",1
"Jubir Penanganan Corona Achmad Yurianto menyebut, selain mempermudah penularan virus corona, merokok juga dapat merusak sel dinding pernapasan. Ia pun mengimbau agar masyarakat berhenti merokok. Sebab, aktivitas itu tak baik untuk kesehatan. #TopNews http://bit.ly/2TWFked",0
"pantesan jadi pada pilek , org aku slh ngambil air astaga mana air mentah yg buat mnum !! :->",1
"Banyak manusia yang akhirnya bikin klaim kalau nasi dan/atau gula sebagai penyebab diabetes, jeroan sebagai penyebab kolesterol, tembakau bikin kanker, MSG bikin lemot, mie instan gak sehat, dan banyak lagi. https://instagram.com/p/CFDte49nEt5/?igshid=x1grhq00xsq1",1
"Ternyata g cuma ""kalo minum kopi bikin mata melek"", tapi ""mata kelilipan serbuk2 kopi"" juga bikin… (w/ Rohmatul) — https://path.com/p/29EDK1",1
"Pukul 9;00 Masjid Jayakarta, Cakung terbakar, diturunkan 7 bus pemadam kebakaran, Alhamdullilah api sdh dpt dipadamkan.....kabarnya Masjid ini dibakar dan pelakunya dah tertangkap..Thinking faceThinking face",1
"Stres juga berpengaruh di kulit lho. Salah satunya bisa menimbulkan jerawat yang timbul karena hormon kortisol. Hormon yang satu ini timbul akibat stres dan ternyata meningkatkan produksi minyak. Coba untuk menenangkan diri dan bersikap relaks.

#Kliniksyifa
#Healthandbeauty",0
"HOAX, Berita Garam Mengandung Pecahan Kaca Beredar di Medos: NUSANTARAEXPRESS, BAGANSIAPIAPI – Beredar video di… http://dlvr.it/Pgj8tP",0
Jus Buah: Minuman Berenergi Aman Tidak Berbahaya http://wp.me/p52E64-1Q,1
hair mask untuk apa? Eits jangan salah dulu kamu harus tau bahan kimia yang terkandung dalam obat smoothing permanen itu sangat merusak rambut kamu dan wajib banget treatment hair mask khusus untuk smoothing agar rambut kamu kembali ternutrusi dan di obati kembali dengan hair,0
"Bahaya Es Batu Air Mentah / Isi ulang 

Es batu yang memberikan kesejukan untuk minuman Anda ternyata juga... http://fb.me/6t9ctYe3o",1
DIY Sampo Campuran Aspirin yang Tak Merusak Warna Rambut  http://lifestyle.liputan6.com/read/2340098/diy-sampo-campuran-aspirin-yang-tak-merusak-warna-rambut,0
"Demm -_-""@TipsDahsyat: Ingat jangan menyiram kepala anda langsung dengan air dingin saat mandi, karena bisa menyebabkan penyakit stroke..""",1
Biaya Cuci Ginjal kurang dari  Rp. 10.000 http://fb.me/7J80x9wZY,1
Asam jawa memiliki sejumlah manfaat yang baik untuk tubuh dan kesehatan.,1
Memandang Payudara 10 Menit Tiap Hari Perpanjang Umur Pria 5 Tahun http://fb.me/4e2bLm3w1,1
"@pertamina
 pagi ini saya mendapat info, mulai 22 agustus 2021 semua SPBU tidak melayani pembelian pertalite untuk 2 TAK, apakah benar seperti itu? Jika benar berarti tidak sesuai dengan sila ke 5 PANCASILA, 
@jokowi
 
@basuki_btp",1
oh iya ular takut garam,1
"ICW TERIMA DANA HIBAH DARI KPK SEBESAR 96 MILIAR
Beredar postingan bahwa ICW menerima dana hibah sebesar 96 Miliar dari KPK. Info tsb tidak benar, lengkpanya di: https://bit.ly/2U1Ndmm",0
Indomi* mengandung hydroxy methyl benzoate pada minyak yang merupakan bahan kosmetik. Di taiwan sdh dilakukan razia indomie buatan indonesia,1
Coklat cadbury mengandung minyak babi !! http://tempo.co/read/news/2014/05/30/090581159/Cadbury-Mengandung-Babi-Tak-Beredar-di-Indonesia,0
Makan malam berbahaya (at Depot Lumintu) — https://path.com/p/r2ih3,1
"Tp odol yg kluar dgn digosok, bukan dipencet RT""
@yudi_114
: Menyembuhkan Jerawat Dengan Cepat Memakai Odol""",1
Monumen yang diresmikan di TMII adalah Monumen Perjuangan Laskar Tionghoa dan Jawa menentang VOC Belanda tahun 1740-1743. Monumen itu tidak ada hubungannya dengan Po An Tui.,0
"Masih ingat pernyataan LBP diawal pandemi Covid-19? TKA China pun banjiri Indonesia.

Saat ini, WHO pun menetapkan Indonesia masuk negara A1 High Risk, artinya: Negara lain berhak menolak warga Indonesia masuk ke negaranya.

Ayo, bangkit dan bergeraklah selamatkan Indonesia. Raised fist",1
"DAUN PEPAYA BISA BERFUNGSI SEBAGAI OBAT

Daun pepaya sangat bermanfaat untuk mengobati penyakit jantung... http://fb.me/7MxK7UmHy",1
Menguap merupakan reaksi refleks untuk memberikan pasokan udara ke dalam tubuh. Karena paru-paru Anda kurang mendapat oksigen. Dengan mengambil nafas dalam - dalam sebagai respon alami akibat tertutupnya paru-paru oleh karbondioksida atau kekurangan oksigen. #DidYouKnow,1
"Juru Bicara Vaksinasi Covid-19 Kemenkes, dr Siti Nadia Tarmizi menjelaskan bahwa WHO tak pernah membuat klasifikasi untuk suatu negara terkait pandemi Covid-19. Hal ini menanggapi beredarnya informasi hoax Indonesia masuk sbg negara A1 High Risk Covid-19.",0
baru tau kalau ganja itu daun xD -> Ganja Itu Berbahaya ! http://1cak.com/918023,1
"7. Melancarkan Pencernaan Bayam merupakan sayuran hijau yang sangat tinggi kandungan serat, hal ini akan sangat berdampak pada kesehatan pencernaan kita apabila kita rutin mengonsumsi bayam",0
"In syaa Allah sekiranya 3 Masjid ini dapat penuhkan keperluan bawang merah & kentang ini, setiap minggu 2100 keluarga yang akan terima manfaat dari bantuan ini. ",1
"""Secara umum vertigo bukan diagnosis penyakit tetapi adalah gejala dari suatu penyakit."" #kumparanNews",0
"Pil KB Bisa Sebabkan Kebutaan? http://bit.ly/1fh7J6m""kalau suntik kb?",1
"Naaahhh RT 
@blogdokter
 Selama tdk bermasalah dg suhu dingin, dampak mandi malam palingan hanya kedinginan. :) 
@Evyliciouss",0
"Manfaat Meminum Teh Sebagai antioksidan untuk menangkap radikal bebas dalam tubuh, juga ampuh mencegah berkembangnya sel kanker dalam tubuh.",0
"Ada yg ngomongin kamu tuuh.... 
@jokowi
 

Duh, Sultan Brunei Sindir Jokowi Pemimpin Mabuk Kuasa, Ini Faktanya https://idtoday.co/2019/12/duh-sultan-brunei-sindir-jokowi.html lewat @idtodaydotco",1
"Protes Anti-Vaksin di Prancis, 100 Ribu Warga Demo Turun ke Jalan- Opsi Flash",1
lhaa duit siapa kok ngancam,1
"Diisukan Meninggal, Kereta Kim Jong Un Terlihat di Foto Satelit http://dlvr.it/RVW8D5
",1
"Buah dari kesabaran sungguh manis, yups! semanis manfaat kuaci bagi kesehatan tubuh kita Wajah tersenyum dengan mata tersenyum#IM3OoredooSumatera #IM3OoredooJBI #UnlimitedYoutube",1
"Hmmm.. Brrati headset berbahaya donk.. Tiiddaaakkkk...RT 
@poppyhasfri
: Mgkin, kotoran d telinga'a itu b'bakteri ... http://tmi.me/2xala",1
"Manfaat Buah Semangka
1. Semangka Anti Penuaan Dini
2. Menjaga Kelembapan Kulit
3. Mengurangi Sebum(Minyak) pada Wajah
4. Meremajakan Kulit
5. Pencegahan Sariawan
6. Mengurangi Resiko Hipertensi dan Stroke
7. Anti inflamasi dan Antioksidan",1
"BPK RI Usulkan Wajib Militer Ke Menhan. Perlukah Wajib Militer Saat Ini?
https://rakyatrukun.com/bpk-ri-usulkan-wajib-militer-ke-menhan-perlukah-wajib-militer-saat-ini/",1
Sultan Brunei sindir jokowi jangan mabuk kuasa,1
[cm] kenapa ini guysss??,1
Harimau Jawa punah di ujung Bedil Belanda | Moral Politik http://moral-politik.com/2017/09/harimau-jawa-punah-di-ujung-bedil-belanda/,1
informasi dapat menyebar dengan cepat melalui internet,0
"Kalo aku kebalikannya Wajah letihWajah letih
Cicak itu dibenci banget, dia hewan merugikan ga ada manfaat samsek
Kecoa juga
Tp lebih takut kecoa sih, jijik, geli, semua, sampek ketemu kecoa aku langsung jerit dan buru2 lari Wajah letih",1
"Tidak Boleh berenang saat Menstruasi?? 
MITOS ATAU FAKTA?? ",0
"PHK besar-besaran BCA segera terjadi, Teller dan CS akan dihilangkan. seluruh indonesia.",1
Pada percaya ga sih tentang daun sungkai bisa sembuhin covid?,1
peneliti menemukan fakta bahwa setiap  bau kentut yang dikeluarkan mengandung gas hidrogen sulfide. Senyawa  kimia ini ternyata mampu mencegah kerusakan mitokondria. Yaitu sel-sel  yang terbentuk dari salah satu gejala yang mengakibatkan kanker. #sebarkankebaikan,0
ir Tajin Juga Bermanfaat Untuk Orang Dewasa Lho http://lucudanunik.com/air-tajin-juga-bermanfaat-untuk-orang-dewasa-lho/,1
"Dokter bilang, untuk perempuan.
Jangan kebanyakan makan mie instan, MSG, minuman bersoda dan juga makanan yang dibakar.
Makanan minuman tersebut jika dikonsumsi secara berlebihan akan menyebabkan tumor jinak, bahkan kanker.
Dan benar memang",1
"Lagi nonton trans tv, ternyata ada yah..mentega yang mengandung minyak babi! Huhu..WASPADALAH!! http://plurk.com/p/2843cu",1
"Christian Eriksen, a perfectly fit soccer player who plays for one of the top soccer teams in the world and has the best medical attention, collapsed on the field today due to heart failure. Thanks God they were able to bring him back to life. He was given Pfizer a few days ago",1
"Pakar kesehatan menyebutkan bahwa mitos bahwa makan timun bisa menyebabkan masalah keputihan pada wanita ternyata tidak benar
.
.
Follow us on instagram 
@hcare_id

.
.
#hcare #hcareid #tipssehat #artikelkesehatan #kesehatan #sehat #infosehat #hidupsehat #indonesiasehat #faktaunik",0
"Saya suka video 
@YouTube
 http://youtu.be/TKnFCAM1CAE?a Kerupuk dibakar mengandung plastik.mp4",1
Semutnya korban iklan minyak goreng yang bisa diminum,1
ternyata vertigo bukan penyakit melainkan gejala dr suatu penyakit :/,1
Positif mengandung babi hehehe brp bulan tuh babi di dlm masako sachet,1
"Hanya Di Era Jokowi"" peresmian monumen Po An Tui di Taman Mini Indonesia Indah (TMII), Me",1
"Tak hanya daun pepaya, buah nanas juga dapat digunakan untuk membuat daging menjadi lebih empuk. #iNewsIntermezzo",0
"ini posisi jerawat ga bgd dh, jadi bikin tidur ga nyaman",1
"Tunjangan Profesi Guru Dihapus, Jokowi Dinilai Ingkar Janji | http://BogorUpdates.com",1
itulah sebabnya orang Vietnam santai saja dengan menyebarnya virus covid 19... Di Vietnam rata2 semua orang minum segelas air panas dengan sedikit lemon di malam hari... Karena telah terbukti membunuh virus covid 19 secara total... Bagikan resep sakti,1
"PKN STAN Ditutup Hanya karena Isu Radikalisme, Sudirman Said: Ini Skandal Bernegara https://suaraislam.id/pkn-stan-ditutup-hanya-karena-isu-radikalisme-sudirman-said-ini-skandal-bernegara/… lewat ",1
Ada beberapa manfaat asam jawa untuk kecantikan kulit seperti misalnya menjadikan wajah tampak putih berseri. #asamjawa,0
"Sering Mandi Malam Apakah Berbahaya ??? Banyak orang yang percaya bahwa mandi di malam hari bisa berbahaya bagi kesehatan. Namun, hal itu belum terbukti sepenuhnya. Meski begitu, bukan berarti hal ini bisa… https://instagram.com/p/B_7eon6luIC/?igshid=138ki2epmv3vh",1
"http://bit.ly/1Cx2fhr - #tanyadokter Memelihara Kucing = Mandul: Malam Dokter,
Apakah memelihara kucing dapat menyebabkan kemandulan?",0
"Dok, apakah sdh ada penelitian klinis yg membuktikan bahwa timun bisa menurunkan tekanan darah tinggi atau bahkan membuat drop tensi bagi penderita tekanan darah rendah? Tks sblmnya.",1
